"","subject","type","item","condition","question","correct_answer","response","rt","group","clause_q","ambiguity"
"2421","L1 14","gp",2,"c","0","-","-",2647,"L1",0.5,-0.5
"2424","L1 14","gp",3,"d","0","-","-",2568,"L1",0.5,0.5
"2431","L1 14","gp",9,"b","0","-","-",2840,"L1",-0.5,0.5
"2435","L1 14","gp",13,"b","0","-","-",3863,"L1",-0.5,0.5
"2441","L1 14","gp",16,"a","0","-","-",4563,"L1",-0.5,-0.5
"2449","L1 14","gp",12,"a","0","-","-",3315,"L1",-0.5,-0.5
"2459","L1 14","gp",4,"a","0","-","-",2927,"L1",-0.5,-0.5
"2470","L1 14","gp",10,"c","0","-","-",3424,"L1",0.5,-0.5
"2478","L1 14","gp",6,"c","0","-","-",3587,"L1",0.5,-0.5
"2481","L1 14","gp",14,"c","0","-","-",3675,"L1",0.5,-0.5
"2488","L1 14","gp",7,"d","0","-","-",5155,"L1",0.5,0.5
"2496","L1 14","gp",1,"b","0","-","-",3050,"L1",-0.5,0.5
"2506","L1 14","gp",24,"a","0","-","-",3973,"L1",-0.5,-0.5
"2517","L1 14","gp",22,"c","0","-","-",3757,"L1",0.5,-0.5
"2538","L1 15","gp",22,"d","0","-","-",6875,"L1",0.5,0.5
"2545","L1 15","gp",1,"c","0","-","-",9016,"L1",0.5,-0.5
"2549","L1 15","gp",19,"a","0","-","-",9567,"L1",-0.5,-0.5
"2557","L1 15","gp",12,"b","0","-","-",7747,"L1",-0.5,0.5
"2560","L1 15","gp",21,"c","0","-","-",6262,"L1",0.5,-0.5
"2566","L1 15","gp",24,"b","0","-","-",5299,"L1",-0.5,0.5
"2577","L1 15","gp",3,"a","0","-","-",16421,"L1",-0.5,-0.5
"2583","L1 15","gp",11,"a","0","-","-",13614,"L1",-0.5,-0.5
"2587","L1 15","gp",4,"b","0","-","-",4202,"L1",-0.5,0.5
"2594","L1 15","gp",13,"c","0","-","-",9167,"L1",0.5,-0.5
"2600","L1 15","gp",16,"b","0","-","-",8364,"L1",-0.5,0.5
"2611","L1 15","gp",18,"d","0","-","-",4354,"L1",0.5,0.5
"2614","L1 15","gp",14,"d","0","-","-",5645,"L1",0.5,0.5
"2617","L1 15","gp",5,"c","0","-","-",17178,"L1",0.5,-0.5
"2621","L1 15","gp",6,"d","0","-","-",8383,"L1",0.5,0.5
"2625","L1 15","gp",8,"b","0","-","-",3421,"L1",-0.5,0.5
"2629","L1 15","gp",10,"d","0","-","-",5497,"L1",0.5,0.5
"2635","L1 15","gp",17,"c","0","-","-",10223,"L1",0.5,-0.5
"2643","L1 15","gp",7,"a","0","-","-",6290,"L1",-0.5,-0.5
"2646","L1 15","gp",23,"a","0","-","-",10488,"L1",-0.5,-0.5
"2663","L1 15","gp",9,"c","0","-","-",6153,"L1",0.5,-0.5
"2670","L1 15","gp",15,"a","0","-","-",3694,"L1",-0.5,-0.5
"2677","L1 15","gp",20,"b","0","-","-",2648,"L1",-0.5,0.5
"2681","L1 15","gp",2,"d","0","-","-",5971,"L1",0.5,0.5
"2725","L1 16","gp",10,"a","0","-","-",4524,"L1",-0.5,-0.5
"2731","L1 16","gp",5,"d","0","-","-",4040,"L1",0.5,0.5
"2738","L1 16","gp",15,"b","0","-","-",4251,"L1",-0.5,0.5
"2741","L1 16","gp",24,"c","0","-","-",3158,"L1",0.5,-0.5
"2752","L1 16","gp",19,"b","0","-","-",7410,"L1",-0.5,0.5
"2756","L1 16","gp",6,"a","0","-","-",3805,"L1",-0.5,-0.5
"2763","L1 16","gp",12,"c","0","-","-",3614,"L1",0.5,-0.5
"2767","L1 16","gp",18,"a","0","-","-",3677,"L1",-0.5,-0.5
"2789","L1 16","gp",3,"b","0","-","-",3760,"L1",-0.5,0.5
"2796","L1 16","gp",22,"a","0","-","-",5355,"L1",-0.5,-0.5
"2800","L1 16","gp",7,"b","0","-","-",4468,"L1",-0.5,0.5
"2803","L1 16","gp",13,"d","0","-","-",4049,"L1",0.5,0.5
"2806","L1 16","gp",17,"d","0","-","-",2797,"L1",0.5,0.5
"2812","L1 16","gp",1,"d","0","-","-",5589,"L1",0.5,0.5
"2819","L1 16","gp",16,"c","0","-","-",4981,"L1",0.5,-0.5
"2837","L1 16","gp",9,"d","0","-","-",4741,"L1",0.5,0.5
"2840","L1 16","gp",8,"c","0","-","-",3866,"L1",0.5,-0.5
"2844","L1 16","gp",14,"a","0","-","-",3651,"L1",-0.5,-0.5
"2849","L1 16","gp",23,"b","0","-","-",3232,"L1",-0.5,0.5
"2852","L1 16","gp",20,"c","0","-","-",2513,"L1",0.5,-0.5
"2856","L1 16","gp",2,"a","0","-","-",5219,"L1",-0.5,-0.5
"2864","L1 16","gp",21,"d","0","-","-",2825,"L1",0.5,0.5
"2870","L1 16","gp",11,"b","0","-","-",4147,"L1",-0.5,0.5
"2877","L1 16","gp",4,"c","0","-","-",4121,"L1",0.5,-0.5
"2894","L1 17","gp",13,"a","0","-","-",3656,"L1",-0.5,-0.5
"2901","L1 17","gp",12,"d","0","-","-",5807,"L1",0.5,0.5
"2904","L1 17","gp",14,"b","0","-","-",2691,"L1",-0.5,0.5
"2911","L1 17","gp",18,"b","0","-","-",3454,"L1",-0.5,0.5
"2914","L1 17","gp",9,"a","0","-","-",2565,"L1",-0.5,-0.5
"2925","L1 17","gp",15,"c","0","-","-",1971,"L1",0.5,-0.5
"2933","L1 17","gp",24,"d","0","-","-",3035,"L1",0.5,0.5
"2947","L1 17","gp",20,"d","0","-","-",2818,"L1",0.5,0.5
"2957","L1 17","gp",8,"d","0","-","-",4458,"L1",0.5,0.5
"2961","L1 17","gp",6,"b","0","-","-",5422,"L1",-0.5,0.5
"2969","L1 17","gp",21,"a","0","-","-",9630,"L1",-0.5,-0.5
"2981","L1 17","gp",10,"b","0","-","-",2921,"L1",-0.5,0.5
"2987","L1 17","gp",11,"c","0","-","-",2639,"L1",0.5,-0.5
"2994","L1 17","gp",1,"a","0","-","-",3317,"L1",-0.5,-0.5
"3005","L1 17","gp",3,"c","0","-","-",2439,"L1",0.5,-0.5
"3012","L1 17","gp",17,"a","0","-","-",4035,"L1",-0.5,-0.5
"3022","L1 17","gp",7,"c","0","-","-",3141,"L1",0.5,-0.5
"3028","L1 17","gp",5,"a","0","-","-",1802,"L1",-0.5,-0.5
"3032","L1 17","gp",16,"d","0","-","-",2596,"L1",0.5,0.5
"3038","L1 17","gp",19,"c","0","-","-",3044,"L1",0.5,-0.5
"3041","L1 17","gp",4,"d","0","-","-",3345,"L1",0.5,0.5
"3044","L1 17","gp",22,"b","0","-","-",2218,"L1",-0.5,0.5
"3051","L1 17","gp",2,"b","0","-","-",2380,"L1",-0.5,0.5
"3054","L1 17","gp",23,"c","0","-","-",16303,"L1",0.5,-0.5
"3075","L1 18","gp",9,"b","0","-","-",2759,"L1",-0.5,0.5
"3082","L1 18","gp",23,"d","0","-","-",1864,"L1",0.5,0.5
"3086","L1 18","gp",19,"d","0","-","-",2274,"L1",0.5,0.5
"3097","L1 18","gp",15,"d","0","-","-",1778,"L1",0.5,0.5
"3101","L1 18","gp",3,"d","0","-","-",1773,"L1",0.5,0.5
"3108","L1 18","gp",22,"c","0","-","-",4658,"L1",0.5,-0.5
"3112","L1 18","gp",24,"a","0","-","-",4417,"L1",-0.5,-0.5
"3119","L1 18","gp",17,"b","0","-","-",3013,"L1",-0.5,0.5
"3123","L1 18","gp",14,"c","0","-","-",3721,"L1",0.5,-0.5
"3128","L1 18","gp",12,"a","0","-","-",6309,"L1",-0.5,-0.5
"3135","L1 18","gp",6,"c","0","-","-",4209,"L1",0.5,-0.5
"3143","L1 18","gp",16,"a","0","-","-",5286,"L1",-0.5,-0.5
"3156","L1 18","gp",20,"a","0","-","-",7633,"L1",-0.5,-0.5
"3160","L1 18","gp",21,"b","0","-","-",877,"L1",-0.5,0.5
"3168","L1 18","gp",5,"b","0","-","-",2908,"L1",-0.5,0.5
"3171","L1 18","gp",18,"c","0","-","-",2083,"L1",0.5,-0.5
"3181","L1 18","gp",11,"d","0","-","-",2517,"L1",0.5,0.5
"3188","L1 18","gp",4,"a","0","-","-",6589,"L1",-0.5,-0.5
"3191","L1 18","gp",13,"b","0","-","-",2808,"L1",-0.5,0.5
"3203","L1 18","gp",7,"d","0","-","-",3509,"L1",0.5,0.5
"3207","L1 18","gp",8,"a","0","-","-",7195,"L1",-0.5,-0.5
"3224","L1 18","gp",1,"b","0","-","-",1771,"L1",-0.5,0.5
"3227","L1 18","gp",2,"c","0","-","-",5655,"L1",0.5,-0.5
"3230","L1 18","gp",10,"c","0","-","-",7755,"L1",0.5,-0.5
"3255","L1 19","gp",14,"d","0","-","-",5217,"L1",0.5,0.5
"3266","L1 19","gp",4,"b","0","-","-",4653,"L1",-0.5,0.5
"3274","L1 19","gp",19,"a","0","-","-",7414,"L1",-0.5,-0.5
"3277","L1 19","gp",1,"c","0","-","-",4760,"L1",0.5,-0.5
"3284","L1 19","gp",21,"c","0","-","-",5392,"L1",0.5,-0.5
"3296","L1 19","gp",12,"b","0","-","-",4163,"L1",-0.5,0.5
"3301","L1 19","gp",17,"c","0","-","-",5031,"L1",0.5,-0.5
"3305","L1 19","gp",24,"b","0","-","-",4785,"L1",-0.5,0.5
"3311","L1 19","gp",5,"c","0","-","-",3847,"L1",0.5,-0.5
"3322","L1 19","gp",10,"d","0","-","-",6470,"L1",0.5,0.5
"3330","L1 19","gp",6,"d","0","-","-",6106,"L1",0.5,0.5
"3333","L1 19","gp",9,"c","0","-","-",3401,"L1",0.5,-0.5
"3343","L1 19","gp",3,"a","0","-","-",7188,"L1",-0.5,-0.5
"3349","L1 19","gp",11,"a","0","-","-",3651,"L1",-0.5,-0.5
"3357","L1 19","gp",16,"b","0","-","-",4013,"L1",-0.5,0.5
"3360","L1 19","gp",8,"b","0","-","-",2766,"L1",-0.5,0.5
"3364","L1 19","gp",7,"a","0","-","-",4474,"L1",-0.5,-0.5
"3375","L1 19","gp",20,"b","0","-","-",5079,"L1",-0.5,0.5
"3381","L1 19","gp",18,"d","0","-","-",4576,"L1",0.5,0.5
"3392","L1 19","gp",23,"a","0","-","-",4597,"L1",-0.5,-0.5
"3395","L1 19","gp",13,"c","0","-","-",5243,"L1",0.5,-0.5
"3398","L1 19","gp",2,"d","0","-","-",6721,"L1",0.5,0.5
"3405","L1 19","gp",22,"d","0","-","-",4416,"L1",0.5,0.5
"3415","L1 19","gp",15,"a","0","-","-",3906,"L1",-0.5,-0.5
"3434","L1 20","gp",13,"d","0","-","-",3209,"L1",0.5,0.5
"3440","L1 20","gp",11,"b","0","-","-",2245,"L1",-0.5,0.5
"3451","L1 20","gp",5,"d","0","-","-",4684,"L1",0.5,0.5
"3454","L1 20","gp",22,"a","0","-","-",5203,"L1",-0.5,-0.5
"3462","L1 20","gp",8,"c","0","-","-",4714,"L1",0.5,-0.5
"3477","L1 20","gp",10,"a","0","-","-",4291,"L1",-0.5,-0.5
"3484","L1 20","gp",4,"c","0","-","-",8783,"L1",0.5,-0.5
"3491","L1 20","gp",20,"c","0","-","-",4746,"L1",0.5,-0.5
"3498","L1 20","gp",9,"d","0","-","-",2652,"L1",0.5,0.5
"3506","L1 20","gp",23,"b","0","-","-",2728,"L1",-0.5,0.5
"3515","L1 20","gp",12,"c","0","-","-",10695,"L1",0.5,-0.5
"3522","L1 20","gp",24,"c","0","-","-",28067,"L1",0.5,-0.5
"3526","L1 20","gp",3,"b","0","-","-",5598,"L1",-0.5,0.5
"3530","L1 20","gp",7,"b","0","-","-",4463,"L1",-0.5,0.5
"3535","L1 20","gp",21,"d","0","-","-",4233,"L1",0.5,0.5
"3546","L1 20","gp",17,"d","0","-","-",4506,"L1",0.5,0.5
"3553","L1 20","gp",18,"a","0","-","-",7795,"L1",-0.5,-0.5
"3559","L1 20","gp",6,"a","0","-","-",4850,"L1",-0.5,-0.5
"3566","L1 20","gp",16,"c","0","-","-",16095,"L1",0.5,-0.5
"3576","L1 20","gp",2,"a","0","-","-",6518,"L1",-0.5,-0.5
"3580","L1 20","gp",14,"a","0","-","-",5433,"L1",-0.5,-0.5
"3588","L1 20","gp",1,"d","0","-","-",3457,"L1",0.5,0.5
"3595","L1 20","gp",15,"b","0","-","-",2865,"L1",-0.5,0.5
"3598","L1 20","gp",19,"b","0","-","-",3479,"L1",-0.5,0.5
"3617","L1 21","gp",9,"a","0","-","-",2580,"L1",-0.5,-0.5
"3624","L1 21","gp",18,"b","0","-","-",2214,"L1",-0.5,0.5
"3631","L1 21","gp",20,"d","0","-","-",2122,"L1",0.5,0.5
"3634","L1 21","gp",13,"a","0","-","-",4523,"L1",-0.5,-0.5
"3640","L1 21","gp",8,"d","0","-","-",2125,"L1",0.5,0.5
"3647","L1 21","gp",24,"d","0","-","-",6515,"L1",0.5,0.5
"3654","L1 21","gp",2,"b","0","-","-",2739,"L1",-0.5,0.5
"3658","L1 21","gp",21,"a","0","-","-",4939,"L1",-0.5,-0.5
"3665","L1 21","gp",19,"c","0","-","-",3773,"L1",0.5,-0.5
"3686","L1 21","gp",1,"a","0","-","-",6184,"L1",-0.5,-0.5
"3689","L1 21","gp",16,"d","0","-","-",5616,"L1",0.5,0.5
"3713","L1 21","gp",22,"b","0","-","-",3834,"L1",-0.5,0.5
"3721","L1 21","gp",10,"b","0","-","-",3297,"L1",-0.5,0.5
"3725","L1 21","gp",15,"c","0","-","-",4493,"L1",0.5,-0.5
"3732","L1 21","gp",4,"d","0","-","-",1970,"L1",0.5,0.5
"3736","L1 21","gp",3,"c","0","-","-",7952,"L1",0.5,-0.5
"3739","L1 21","gp",12,"d","0","-","-",6548,"L1",0.5,0.5
"3746","L1 21","gp",23,"c","0","-","-",4574,"L1",0.5,-0.5
"3750","L1 21","gp",11,"c","0","-","-",2398,"L1",0.5,-0.5
"3756","L1 21","gp",6,"b","0","-","-",2052,"L1",-0.5,0.5
"3760","L1 21","gp",5,"a","0","-","-",2192,"L1",-0.5,-0.5
"3763","L1 21","gp",17,"a","0","-","-",4294,"L1",-0.5,-0.5
"3767","L1 21","gp",14,"b","0","-","-",4558,"L1",-0.5,0.5
"3774","L1 21","gp",7,"c","0","-","-",1868,"L1",0.5,-0.5
"3801","L1 22","gp",2,"c","0","-","-",8608,"L1",0.5,-0.5
"3821","L1 22","gp",5,"b","0","-","-",4645,"L1",-0.5,0.5
"3825","L1 22","gp",3,"d","0","-","-",3935,"L1",0.5,0.5
"3839","L1 22","gp",8,"a","0","-","-",8299,"L1",-0.5,-0.5
"3851","L1 22","gp",9,"b","0","-","-",4219,"L1",-0.5,0.5
"3858","L1 22","gp",22,"c","0","-","-",17700,"L1",0.5,-0.5
"3866","L1 22","gp",24,"a","0","-","-",7675,"L1",-0.5,-0.5
"3869","L1 22","gp",12,"a","0","-","-",10630,"L1",-0.5,-0.5
"3874","L1 22","gp",17,"b","0","-","-",4517,"L1",-0.5,0.5
"3881","L1 22","gp",1,"b","0","-","-",4965,"L1",-0.5,0.5
"3888","L1 22","gp",14,"c","0","-","-",9244,"L1",0.5,-0.5
"3892","L1 22","gp",19,"d","0","-","-",8499,"L1",0.5,0.5
"3898","L1 22","gp",10,"c","0","-","-",4158,"L1",0.5,-0.5
"3901","L1 22","gp",7,"d","0","-","-",3619,"L1",0.5,0.5
"3904","L1 22","gp",23,"d","0","-","-",3656,"L1",0.5,0.5
"3908","L1 22","gp",15,"d","0","-","-",4311,"L1",0.5,0.5
"3911","L1 22","gp",21,"b","0","-","-",3067,"L1",-0.5,0.5
"3919","L1 22","gp",16,"a","0","-","-",8139,"L1",-0.5,-0.5
"3929","L1 22","gp",6,"c","0","-","-",5049,"L1",0.5,-0.5
"3933","L1 22","gp",11,"d","0","-","-",4548,"L1",0.5,0.5
"3940","L1 22","gp",18,"c","0","-","-",3354,"L1",0.5,-0.5
"3944","L1 22","gp",13,"b","0","-","-",4472,"L1",-0.5,0.5
"3955","L1 22","gp",20,"a","0","-","-",6009,"L1",-0.5,-0.5
"3958","L1 22","gp",4,"a","0","-","-",5010,"L1",-0.5,-0.5
"3975","L1 23","gp",13,"c","0","-","-",6109,"L1",0.5,-0.5
"3978","L1 23","gp",10,"d","0","-","-",5786,"L1",0.5,0.5
"3981","L1 23","gp",22,"d","0","-","-",8647,"L1",0.5,0.5
"3989","L1 23","gp",4,"b","0","-","-",3640,"L1",-0.5,0.5
"3994","L1 23","gp",12,"b","0","-","-",3596,"L1",-0.5,0.5
"4000","L1 23","gp",7,"a","0","-","-",6295,"L1",-0.5,-0.5
"4004","L1 23","gp",6,"d","0","-","-",9448,"L1",0.5,0.5
"4019","L1 23","gp",23,"a","0","-","-",14215,"L1",-0.5,-0.5
"4023","L1 23","gp",21,"c","0","-","-",7558,"L1",0.5,-0.5
"4027","L1 23","gp",19,"a","0","-","-",3941,"L1",-0.5,-0.5
"4030","L1 23","gp",5,"c","0","-","-",10955,"L1",0.5,-0.5
"4033","L1 23","gp",15,"a","0","-","-",7899,"L1",-0.5,-0.5
"4037","L1 23","gp",2,"d","0","-","-",4539,"L1",0.5,0.5
"4048","L1 23","gp",11,"a","0","-","-",4049,"L1",-0.5,-0.5
"4051","L1 23","gp",1,"c","0","-","-",5365,"L1",0.5,-0.5
"4065","L1 23","gp",24,"b","0","-","-",3023,"L1",-0.5,0.5
"4073","L1 23","gp",8,"b","0","-","-",4053,"L1",-0.5,0.5
"4079","L1 23","gp",3,"a","0","-","-",7934,"L1",-0.5,-0.5
"4085","L1 23","gp",20,"b","0","-","-",2366,"L1",-0.5,0.5
"4107","L1 23","gp",17,"c","0","-","-",5659,"L1",0.5,-0.5
"4120","L1 23","gp",14,"d","0","-","-",9744,"L1",0.5,0.5
"4127","L1 23","gp",18,"d","0","-","-",2238,"L1",0.5,0.5
"4131","L1 23","gp",9,"c","0","-","-",4366,"L1",0.5,-0.5
"4137","L1 23","gp",16,"b","0","-","-",11150,"L1",-0.5,0.5
"4159","L1 24","gp",22,"a","0","-","-",8811,"L1",-0.5,-0.5
"4167","L1 24","gp",18,"a","0","-","-",5449,"L1",-0.5,-0.5
"4170","L1 24","gp",2,"a","0","-","-",3021,"L1",-0.5,-0.5
"4185","L1 24","gp",12,"c","0","-","-",4046,"L1",0.5,-0.5
"4194","L1 24","gp",17,"d","0","-","-",2772,"L1",0.5,0.5
"4202","L1 24","gp",20,"c","0","-","-",5106,"L1",0.5,-0.5
"4205","L1 24","gp",6,"a","0","-","-",4375,"L1",-0.5,-0.5
"4208","L1 24","gp",23,"b","0","-","-",3329,"L1",-0.5,0.5
"4215","L1 24","gp",4,"c","0","-","-",3122,"L1",0.5,-0.5
"4218","L1 24","gp",1,"d","0","-","-",2708,"L1",0.5,0.5
"4226","L1 24","gp",16,"c","0","-","-",3601,"L1",0.5,-0.5
"4232","L1 24","gp",15,"b","0","-","-",2498,"L1",-0.5,0.5
"4236","L1 24","gp",14,"a","0","-","-",4050,"L1",-0.5,-0.5
"4252","L1 24","gp",9,"d","0","-","-",3887,"L1",0.5,0.5
"4256","L1 24","gp",3,"b","0","-","-",3129,"L1",-0.5,0.5
"4263","L1 24","gp",5,"d","0","-","-",3305,"L1",0.5,0.5
"4270","L1 24","gp",21,"d","0","-","-",3094,"L1",0.5,0.5
"4277","L1 24","gp",8,"c","0","-","-",3411,"L1",0.5,-0.5
"4285","L1 24","gp",24,"c","0","-","-",3472,"L1",0.5,-0.5
"4288","L1 24","gp",11,"b","0","-","-",2735,"L1",-0.5,0.5
"4299","L1 24","gp",13,"d","0","-","-",4850,"L1",0.5,0.5
"4307","L1 24","gp",19,"b","0","-","-",5292,"L1",-0.5,0.5
"4311","L1 24","gp",7,"b","0","-","-",4885,"L1",-0.5,0.5
"4318","L1 24","gp",10,"a","0","-","-",6430,"L1",-0.5,-0.5
"4338","L1 25","gp",3,"c","0","-","-",5316,"L1",0.5,-0.5
"4341","L1 25","gp",21,"a","0","-","-",4257,"L1",-0.5,-0.5
"4350","L1 25","gp",5,"a","0","-","-",2335,"L1",-0.5,-0.5
"4360","L1 25","gp",15,"c","0","-","-",3403,"L1",0.5,-0.5
"4370","L1 25","gp",9,"a","0","-","-",2722,"L1",-0.5,-0.5
"4373","L1 25","gp",14,"b","0","-","-",3493,"L1",-0.5,0.5
"4390","L1 25","gp",17,"a","0","-","-",2855,"L1",-0.5,-0.5
"4394","L1 25","gp",4,"d","0","-","-",4053,"L1",0.5,0.5
"4397","L1 25","gp",13,"a","0","-","-",4293,"L1",-0.5,-0.5
"4400","L1 25","gp",19,"c","0","-","-",4640,"L1",0.5,-0.5
"4408","L1 25","gp",18,"b","0","-","-",2474,"L1",-0.5,0.5
"4415","L1 25","gp",22,"b","0","-","-",2870,"L1",-0.5,0.5
"4422","L1 25","gp",10,"b","0","-","-",4318,"L1",-0.5,0.5
"4426","L1 25","gp",1,"a","0","-","-",3746,"L1",-0.5,-0.5
"4433","L1 25","gp",23,"c","0","-","-",5005,"L1",0.5,-0.5
"4436","L1 25","gp",24,"d","0","-","-",5423,"L1",0.5,0.5
"4446","L1 25","gp",6,"b","0","-","-",4050,"L1",-0.5,0.5
"4450","L1 25","gp",16,"d","0","-","-",3380,"L1",0.5,0.5
"4453","L1 25","gp",12,"d","0","-","-",3362,"L1",0.5,0.5
"4459","L1 25","gp",2,"b","0","-","-",4232,"L1",-0.5,0.5
"4471","L1 25","gp",7,"c","0","-","-",5008,"L1",0.5,-0.5
"4479","L1 25","gp",8,"d","0","-","-",3300,"L1",0.5,0.5
"4486","L1 25","gp",20,"d","0","-","-",2407,"L1",0.5,0.5
"4494","L1 25","gp",11,"c","0","-","-",3167,"L1",0.5,-0.5
"4519","L1 26","gp",23,"d","0","-","-",4518,"L1",0.5,0.5
"4523","L1 26","gp",8,"a","0","-","-",12210,"L1",-0.5,-0.5
"4527","L1 26","gp",7,"d","0","-","-",7320,"L1",0.5,0.5
"4531","L1 26","gp",24,"a","0","-","-",6212,"L1",-0.5,-0.5
"4539","L1 26","gp",14,"c","0","-","-",3452,"L1",0.5,-0.5
"4546","L1 26","gp",19,"d","0","-","-",4238,"L1",0.5,0.5
"4557","L1 26","gp",21,"b","0","-","-",5064,"L1",-0.5,0.5
"4561","L1 26","gp",20,"a","0","-","-",4910,"L1",-0.5,-0.5
"4579","L1 26","gp",11,"d","0","-","-",2654,"L1",0.5,0.5
"4586","L1 26","gp",9,"b","0","-","-",6715,"L1",-0.5,0.5
"4590","L1 26","gp",16,"a","0","-","-",12410,"L1",-0.5,-0.5
"4603","L1 26","gp",13,"b","0","-","-",2687,"L1",-0.5,0.5
"4612","L1 26","gp",17,"b","0","-","-",4627,"L1",-0.5,0.5
"4616","L1 26","gp",4,"a","0","-","-",4113,"L1",-0.5,-0.5
"4623","L1 26","gp",18,"c","0","-","-",7001,"L1",0.5,-0.5
"4626","L1 26","gp",5,"b","0","-","-",2877,"L1",-0.5,0.5
"4629","L1 26","gp",22,"c","0","-","-",3618,"L1",0.5,-0.5
"4638","L1 26","gp",2,"c","0","-","-",4624,"L1",0.5,-0.5
"4645","L1 26","gp",1,"b","0","-","-",2869,"L1",-0.5,0.5
"4648","L1 26","gp",3,"d","0","-","-",6252,"L1",0.5,0.5
"4652","L1 26","gp",12,"a","0","-","-",6372,"L1",-0.5,-0.5
"4666","L1 26","gp",15,"d","0","-","-",2383,"L1",0.5,0.5
"4674","L1 26","gp",6,"c","0","-","-",4526,"L1",0.5,-0.5
"4677","L1 26","gp",10,"c","0","-","-",3113,"L1",0.5,-0.5
"4697","L1 27","gp",10,"d","0","-","-",4541,"L1",0.5,0.5
"4701","L1 27","gp",7,"a","0","-","-",7266,"L1",-0.5,-0.5
"4711","L1 27","gp",6,"d","0","-","-",5375,"L1",0.5,0.5
"4714","L1 27","gp",11,"a","0","-","-",2982,"L1",-0.5,-0.5
"4725","L1 27","gp",21,"c","0","-","-",4581,"L1",0.5,-0.5
"4732","L1 27","gp",24,"b","0","-","-",6257,"L1",-0.5,0.5
"4739","L1 27","gp",13,"c","0","-","-",2277,"L1",0.5,-0.5
"4746","L1 27","gp",23,"a","0","-","-",2624,"L1",-0.5,-0.5
"4749","L1 27","gp",4,"b","0","-","-",3227,"L1",-0.5,0.5
"4756","L1 27","gp",14,"d","0","-","-",8302,"L1",0.5,0.5
"4762","L1 27","gp",15,"a","0","-","-",3505,"L1",-0.5,-0.5
"4773","L1 27","gp",16,"b","0","-","-",2323,"L1",-0.5,0.5
"4780","L1 27","gp",20,"b","0","-","-",3459,"L1",-0.5,0.5
"4788","L1 27","gp",12,"b","0","-","-",6684,"L1",-0.5,0.5
"4796","L1 27","gp",9,"c","0","-","-",4649,"L1",0.5,-0.5
"4799","L1 27","gp",2,"d","0","-","-",4194,"L1",0.5,0.5
